objectid,cat,man,bran,year,circa,xd,gd,cd,td,s,storfor,omit,locbox,locbag,expos,backp,manid,branid,mansafe,bransafe,xdsafe,gdsafe,cdsafe,tdsafe,ssafe,backpsafe
538136167,996,Kodak,Solio,1890,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,21.0,A,,,http://www.wikidata.org/entity/Q486269,,Kodak,Solio,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
1775725953,5443,DuVoll's Paper,Halo Bome,1890,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Package only,0,132.0,B,,,,,DuVolls_Paper,Halo_Bome,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
1219810079,366,American Aristotype,Aristo,1896,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Exposed - package open,0,12.0,B,,,http://viaf.org/viaf/131668213,,American_Aristotype,Aristo,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
874069472,1452,American Self-Toning,Self-Toning,1898,1,Linen,[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,23.0,D,,,,,American_Self-Toning,Self-Toning,Linen,[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
2145796717,5563,Kodak,Solio,1898,0,[texture unspecified],Glossy,Pearly White,[weight unspecified],Pensé (Velox),Exposed - package open,0,130.0,C,,,http://www.wikidata.org/entity/Q486269,,Kodak,Solio,[texture_unspecified],Glossy,Pearly_White,[weight_unspecified],Pense_(Velox),
2145802965,1005,American Self-Toning,Self-Toning,1899,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,23.0,D,0.0,,,,American_Self-Toning,Self-Toning,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
421912560,2129,George Murphy,Cellofix,1899,1,[texture unspecified],[gloss unspecified],[base color unspecified],Cardboard,[not specified],Not exposed - package open,0,38.0,E,,,,,George_Murphy,Cellofix,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],Cardboard,[not_specified],
1024080013,952,Boots,20th Century Self Toning Collodion,1900,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package sealed,0,18.0,B,,,http://www.wikidata.org/entity/Q6123139,,Boots,20th_Century_Self_Toning_Collodion,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
911015797,5031,Kodak France,Contraste,1900,0,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Not exposed - package open,0,107.0,D,,,http://www.wikidata.org/entity/Q30343841,,Kodak_France,Contraste,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
1146603227,5441,American Aristotype,Aristo,1900,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Sample book,0,12.0,12,1.0,,http://viaf.org/viaf/131668213,,American_Aristotype,Aristo,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
869319652,2965,Kodak,Dekko,1901,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],[not specified],Not exposed - package sealed,0,55.0,A,,,http://www.wikidata.org/entity/Q486269,,Kodak,Dekko,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],[not_specified],
2145795022,5479,Kodak,Solio,1901,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,132.0,B,,,http://www.wikidata.org/entity/Q486269,,Kodak,Solio,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
1504608606,3171,Kodak London,Velox,1905,1,Velvet,Velvet,[base color unspecified],[weight unspecified],VV,Not exposed - package open,0,69.0,C,,K02,http://viaf.org/viaf/150021959,,Kodak_London,Velox,Velvet,Velvet,[base_color_unspecified],[weight_unspecified],VV,K02
1747445025,3172,Kodak London,Velox,1905,1,Velvet,Velvet,[base color unspecified],[weight unspecified],VV,Not exposed - package sealed,0,69.0,C,,K01,http://viaf.org/viaf/150021959,,Kodak_London,Velox,Velvet,Velvet,[base_color_unspecified],[weight_unspecified],VV,K01
1053741646,5131,Kodak,Velox,1905,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Not exposed - package open,0,114.0,D,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
560276116,5139,Kodak,Velox,1905,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Not exposed - package open,0,114.0,D,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
782841351,882,Kodak London,Velox,1906,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Art,Not exposed - package open,0,16.0,C,,,http://viaf.org/viaf/150021959,,Kodak_London,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Art,
1435946046,1787,Kodak London,Velox,1906,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Art,Not exposed - package sealed,0,33.0,B,,,http://viaf.org/viaf/150021959,,Kodak_London,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Art,
1642629869,2773,Kodak,Solio,1906,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Exposed - package open,0,52.0,E,,,http://www.wikidata.org/entity/Q486269,,Kodak,Solio,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
503599330,391,Kodak,Velox,1907,0,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Not exposed - package open,0,14.0,B,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
242,98,Kodak,Velox,1908,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Not exposed - package open,0,4.0,B,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
295206121,2151,Kodak,Velox,1908,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Package only,0,39.0,C,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1215797623,2152,Kodak,Velox,1908,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Not exposed - package open,0,39.0,C,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1204288453,2153,Kodak,Velox,1908,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Package only,0,39.0,C,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1739802245,2154,Kodak,Velox,1908,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Package only,0,39.0,C,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1164233193,2629,Kodak,Velox,1908,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Package only,0,19.0,,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
1816958931,4834,Kodak,Velox,1908,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Not exposed - package open,0,100.0,D,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
151,54,Kodak,Brownie Velox,1910,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,8.0,A,,,http://www.wikidata.org/entity/Q486269,,Kodak,Brownie_Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
1640965083,905a,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2037219758,905b,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1078075287,905c,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
423544948,905d,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1323207581,905e,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
1691195546,905f,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
331230995,905g,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
994863239,905h,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
786978374,905I,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
1344663985,905j,Kodak,Velox,1910,1,Rough,[gloss unspecified],[base color unspecified],[weight unspecified],Rough (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,Rough,[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Rough_(Velox),
332138219,905k,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
149961035,905l,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2123140048,905m,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1750168463,905n,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
136999793,2602,Gevaert,Self-Toning,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package sealed,0,52.0,E,,,http://www.wikidata.org/entity/Q1520224,,Gevaert,Self-Toning,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
1371362872,2947,Gevaert,Self-Toning,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,55.0,A,,,http://www.wikidata.org/entity/Q1520224,,Gevaert,Self-Toning,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
2145794546,3189a,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794547,3189b,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794548,3189c,Kodak,Velox,1910,1,[texture unspecified],Enameled,[base color unspecified],[weight unspecified],Glossy (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Enameled,[base_color_unspecified],[weight_unspecified],Glossy_(Velox),
2145794549,3189d,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794550,3189e,Kodak,Velox,1910,1,[texture unspecified],Enameled,[base color unspecified],[weight unspecified],Glossy (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Enameled,[base_color_unspecified],[weight_unspecified],Glossy_(Velox),
2145794551,3189f,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794552,3189g,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794553,3189h,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794554,3189i,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Royal (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Royal_(Velox),
2145794555,3189j,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Royal (Velox),Sample book,0,11.0,11,7.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Royal_(Velox),
2145794556,3189k,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,8.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794557,3189l,Kodak,Velox,1910,0,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,8.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
1926114367,4790a,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794526,4790b,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
2145794527,4790c,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794528,4790d,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794529,4790e,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794530,4790f,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Rough (Velox),Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Rough_(Velox),
2145794531,4790g,Kodak,Velox,1910,1,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794532,4790h,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794533,4790i,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
2145794534,4790j,Kodak,Velox,1910,1,[texture unspecified],Enameled,[base color unspecified],[weight unspecified],Glossy (Velox),Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Enameled,[base_color_unspecified],[weight_unspecified],Glossy_(Velox),
2145794535,4790k,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Portrait (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Portrait_(Velox),
2145794536,4790l,Kodak,Velox,1910,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794537,4790m,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794538,4790n,Kodak,Velox,1910,0,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794539,4790o,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794540,4790p,Kodak,Velox,1910,0,[texture unspecified],Semi Glossy,[base color unspecified],[weight unspecified],Velvet (Velox),Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Semi_Glossy,[base_color_unspecified],[weight_unspecified],Velvet_(Velox),
2145794541,4790q,Kodak,Velox,1910,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
2145794542,4790r,Kodak,Velox,1910,0,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Sample book,0,11.0,11,6.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
2145794543,4790s,Kodak,Velox,1910,0,[texture unspecified],Enameled,[base color unspecified],[weight unspecified],Glossy (Velox),Sample book,0,11.0,11,7.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Enameled,[base_color_unspecified],[weight_unspecified],Glossy_(Velox),
2145794544,4790t,Kodak,Velox,1910,1,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Sample book,0,11.0,11,7.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
2145794545,4790u,Kodak,Velox,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],Royal (Velox),Sample book,0,11.0,11,8.0,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],Royal_(Velox),
1121108951,4791a,Mimosa,Velotype,1910,1,[texture unspecified],Matte,White,Double Weight,V.8,Sample book,0,11.0,11,1.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Velotype,[texture_unspecified],Matte,White,Double_Weight,V.8,
499095244,4791b,Mimosa,Velotype,1910,1,[texture unspecified],Absolute Matte,White,Double Weight,V.27,Sample book,0,11.0,11,1.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Velotype,[texture_unspecified],Absolute_Matte,White,Double_Weight,V.27,
2145802966,4959c,Illingworth's,Slogas,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,101.0,DD,0.0,,,,Illingworths,Slogas,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
91781671,5115,Kodak,Velox,1910,0,[texture unspecified],Enameled,[base color unspecified],[weight unspecified],Glossy (Velox),Package only,0,114.0,B,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Enameled,[base_color_unspecified],[weight_unspecified],Glossy_(Velox),
2144459383,5120,Kodak,Velox,1910,0,[texture unspecified],Matte,[base color unspecified],[weight unspecified],Carbon (Velox),Not exposed - package open,0,114.0,B,,,http://www.wikidata.org/entity/Q486269,,Kodak,Velox,[texture_unspecified],Matte,[base_color_unspecified],[weight_unspecified],Carbon_(Velox),
1643482404,5149,Griffin's,Goldona,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package sealed,0,114.0,B,,,,,Griffins,Goldona,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
526734343,5293,Paget,Self-Toning,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package open,0,132.0,B,,,,,Paget,Self-Toning,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
967231793,5294,Paget,Self-Toning,1910,1,[texture unspecified],Glossy,[base color unspecified],[weight unspecified],[not specified],Not exposed - package sealed,0,132.0,B,,,,,Paget,Self-Toning,[texture_unspecified],Glossy,[base_color_unspecified],[weight_unspecified],[not_specified],
430510067,5298,Friedr. Bayer,Record-Bayer,1910,1,[texture unspecified],Matte,White,[weight unspecified],[not specified],Not exposed - package open,0,132.0,B,,,,,Friedr._Bayer,Record-Bayer,[texture_unspecified],Matte,White,[weight_unspecified],[not_specified],
693050750,5437,Schutz-marke,Cellofix,1910,1,[texture unspecified],[gloss unspecified],[base color unspecified],[weight unspecified],[not specified],Sample book,0,11.0,11,1.0,,,,Schutz-marke,Cellofix,[texture_unspecified],[gloss_unspecified],[base_color_unspecified],[weight_unspecified],[not_specified],
980270317,5444a,Mimosa,Verotype,1910,1,[texture unspecified],Matte,White,Double Weight,V.8,Sample book,0,11.0,11,3.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Verotype,[texture_unspecified],Matte,White,Double_Weight,V.8,
1041752461,5444b,Mimosa,Verotype,1910,1,Grid,Velvet,Cream,Double Weight,V.12,Sample book,0,11.0,11,4.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Verotype,Grid,Velvet,Cream,Double_Weight,V.12,
1726035587,5444c,Mimosa,Verotype,1910,0,[texture unspecified],Absolute Matte,Cream,Double Weight,V.29,Sample book,0,11.0,11,5.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Verotype,[texture_unspecified],Absolute_Matte,Cream,Double_Weight,V.29,
1102035192,5444d,Mimosa,Carbon Brown,1910,1,Velvet,Velvet,Cream,Double Weight,Cb.4,Sample book,0,11.0,11,7.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Carbon_Brown,Velvet,Velvet,Cream,Double_Weight,Cb.4,
770550889,5444e,Mimosa,Orthotype,1910,1,[texture unspecified],Matte,Cream,Double Weight,O.10,Sample book,0,11.0,11,9.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Orthotype,[texture_unspecified],Matte,Cream,Double_Weight,O.10,
1760404598,5444f,Mimosa,Orthotype,1910,1,Velvet,Velvet,[base color unspecified],Double Weight,O.15,Sample book,0,11.0,11,10.0,,http://www.wikidata.org/entity/Q85723587,,Mimosa,Orthotype,Velvet,Velvet,[base_color_unspecified],Double_Weight,O.15,
