"PhotoID","Year","DateUncertain","Catalog Number","Secondary Catalog Number","Manufacturer","Brand","Format","Texture2","Reflectance2","BaseColor2","Weight2","SurfaceDesignation2","Omit_from_Paperbase","LocationBox","LocationBag","Exposure","BackprintingPrimary","ProcessName","Link","AATA_ID"
-538136167,"1890",1,996,,"Kodak","Solio","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,21,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1775725953,"1890",1,5443,,"DuVoll's Paper","Halo Bome","Package only","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1219810079,"1896",0,366,,"American Aristotype","Aristo","Exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,12,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-874069472,"1898",1,1452,,"American Self-Toning","Self-Toning","Not exposed - package open","Linen","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,23,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145796717,"1898",0,5563,,"Kodak","Solio","Exposed - package open","[texture unspecified]","Glossy","Pearly White","[weight unspecified]","Pensé (Velox)",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-421912560,"1899",1,2129,,"George Murphy","Cellofix","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","Cardboard","[not specified]",0,38,"E",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1024080013,"1900",1,952,,"Boots","20th Century Self Toning Collodion","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,18,"B",,,"collodion processes","#http://vocab.getty.edu/page/aat/300162376#","300162376"
911015797,"1900",0,5031,,"Kodak France","Contraste","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,107,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1146603227,"1900",1,5441,,"American Aristotype","Aristo","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,12,"12",1,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-869319652,"1901",1,2965,,"Kodak","Dekko","Not exposed - package sealed","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","[not specified]",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145795022,"1901",0,5479,,"Kodak","Solio","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1504608606,"1905",1,3171,,"Kodak London","Velox","Not exposed - package open","Velvet","Velvet","[base color unspecified]","[weight unspecified]","VV",0,69,"C",,"K02","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1747445025,"1905",1,3172,,"Kodak London","Velox","Not exposed - package sealed","Velvet","Velvet","[base color unspecified]","[weight unspecified]","VV",0,69,"C",,"K01","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1053741646,"1905",0,5131,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,114,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
560276116,"1905",0,5139,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,114,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
782841351,"1906",1,882,,"Kodak London","Velox","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Art",0,16,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1435946046,"1906",1,1787,,"Kodak London","Velox","Not exposed - package sealed","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Art",0,33,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1642629869,"1906",0,2773,,"Kodak","Solio","Exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,52,"E",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-503599330,"1907",0,391,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,14,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
242,"1908",0,98,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,4,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-295206121,"1908",1,2151,,"Kodak","Velox","Package only","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,39,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1215797623,"1908",0,2152,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,39,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1204288453,"1908",0,2153,,"Kodak","Velox","Package only","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,39,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1739802245,"1908",0,2154,,"Kodak","Velox","Package only","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,39,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1164233193,"1908",1,2629,,"Kodak","Velox","Package only","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,19,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1816958931,"1908",0,4834,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,100,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
151,"1910",0,54,,"Kodak","Brownie Velox","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,8,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1640965083,"1910",1,905,"a","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2037219758,"1910",1,905,"b","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1078075287,"1910",1,905,"c","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-423544948,"1910",1,905,"d","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1323207581,"1910",1,905,"e","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1691195546,"1910",1,905,"f","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
331230995,"1910",1,905,"g","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-994863239,"1910",1,905,"h","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
786978374,"1910",1,905,"I","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1344663985,"1910",1,905,"j","Kodak","Velox","Sample book","Rough","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Rough (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-332138219,"1910",1,905,"k","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
149961035,"1910",1,905,"l","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2123140048,"1910",1,905,"m","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1750168463,"1910",1,905,"n","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-136999793,"1910",1,2602,,"Gevaert","Self-Toning","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,52,"E",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1371362872,"1910",1,2947,,"Gevaert","Self-Toning","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794546,"1910",1,3189,"a","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794547,"1910",1,3189,"b","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794548,"1910",1,3189,"c","Kodak","Velox","Sample book","[texture unspecified]","Enameled","[base color unspecified]","[weight unspecified]","Glossy (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794549,"1910",1,3189,"d","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794550,"1910",1,3189,"e","Kodak","Velox","Sample book","[texture unspecified]","Enameled","[base color unspecified]","[weight unspecified]","Glossy (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794551,"1910",1,3189,"f","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794552,"1910",1,3189,"g","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794553,"1910",1,3189,"h","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794554,"1910",1,3189,"i","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Royal (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794555,"1910",1,3189,"j","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Royal (Velox)",0,11,"11",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794556,"1910",1,3189,"k","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",8,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794557,"1910",0,3189,"l","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",8,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1926114367,"1910",1,4790,"a","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794526,"1910",1,4790,"b","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794527,"1910",1,4790,"c","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794528,"1910",1,4790,"d","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794529,"1910",1,4790,"e","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794530,"1910",1,4790,"f","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Rough (Velox)",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794531,"1910",1,4790,"g","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794532,"1910",1,4790,"h","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794533,"1910",1,4790,"i","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794534,"1910",1,4790,"j","Kodak","Velox","Sample book","[texture unspecified]","Enameled","[base color unspecified]","[weight unspecified]","Glossy (Velox)",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794535,"1910",1,4790,"k","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794536,"1910",0,4790,"l","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794537,"1910",1,4790,"m","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794538,"1910",0,4790,"n","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794539,"1910",1,4790,"o","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794540,"1910",0,4790,"p","Kodak","Velox","Sample book","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794541,"1910",0,4790,"q","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794542,"1910",0,4790,"r","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,11,"11",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794543,"1910",0,4790,"s","Kodak","Velox","Sample book","[texture unspecified]","Enameled","[base color unspecified]","[weight unspecified]","Glossy (Velox)",0,11,"11",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794544,"1910",1,4790,"t","Kodak","Velox","Sample book","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,11,"11",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145794545,"1910",1,4790,"u","Kodak","Velox","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","Royal (Velox)",0,11,"11",8,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1121108951,"1910",1,4791,"a","Mimosa","Velotype","Sample book","[texture unspecified]","Matte","White","Double Weight","V.8",0,11,"11",1,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
499095244,"1910",1,4791,"b","Mimosa","Velotype","Sample book","[texture unspecified]","Absolute Matte","White","Double Weight","V.27",0,11,"11",1,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
91781671,"1910",0,5115,,"Kodak","Velox","Package only","[texture unspecified]","Enameled","[base color unspecified]","[weight unspecified]","Glossy (Velox)",0,114,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2144459383,"1910",0,5120,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,114,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1643482404,"1910",1,5149,,"Griffin's","Goldona","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,114,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-526734343,"1910",1,5293,,"Paget","Self-Toning","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-967231793,"1910",1,5294,,"Paget","Self-Toning","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
430510067,"1910",1,5298,,"Friedr. Bayer","Record-Bayer","Not exposed - package open","[texture unspecified]","Matte","White","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
693050750,"1910",1,5437,,"Schutz-marke","Cellofix","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,11,"11",1,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-980270317,"1910",1,5444,"a","Mimosa","Verotype","Sample book","[texture unspecified]","Matte","White","Double Weight","V.8",0,11,"11",3,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1041752461,"1910",1,5444,"b","Mimosa","Verotype","Sample book","Grid","Velvet","Cream","Double Weight","V.12",0,11,"11",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1726035587,"1910",0,5444,"c","Mimosa","Verotype","Sample book","[texture unspecified]","Absolute Matte","Cream","Double Weight","V.29",0,11,"11",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1102035192,"1910",1,5444,"d","Mimosa","Carbon Brown","Sample book","Velvet","Velvet","Cream","Double Weight","Cb.4",0,11,"11",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
770550889,"1910",1,5444,"e","Mimosa","Orthotype","Sample book","[texture unspecified]","Matte","Cream","Double Weight","O.10",0,11,"11",9,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1760404598,"1910",1,5444,"f","Mimosa","Orthotype","Sample book","Velvet","Velvet","[base color unspecified]","Double Weight","O.15",0,11,"11",10,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1124592831,"1910",1,5444,"g","Mimosa","Sunotype","Sample book","Velvet","Velvet","[base color unspecified]","[weight unspecified]","S.1",0,11,"11",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
703524705,"1910",1,5444,"h","Mimosa","Sunotype","Sample book","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","S.13",0,11,"11",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1118750194,"1910",1,5444,"i","Mimosa","Bromide","Sample book","[texture unspecified]","Matte","[base color unspecified]","Double Weight","B.2",0,11,"11",14,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-17840009,"1910",1,5444,"j","Mimosa","Bromide Special","Sample book","Fine Grained","Matte","White","Double Weight","B.18",0,11,"11",15,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1224812268,"1910",1,5444,"k","Mimosa","Gravure","Sample book","Rough","Matte","White","Single Weight","G.2",0,11,"11",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-47456387,"1910",1,5444,"l","Mimosa","Aurotype","Sample book","Smooth","Matte","White","Single Weight","G.1",0,11,"11",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145796723,"1910",1,5561,,"Delop","[Indeterminate]","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","[not specified]",0,130,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145796722,"1910",0,5562,,"[Indeterminate]","Bromide","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,130,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145796719,"1910",1,5565,,"Super Studio","Bromide","Exposed - package open","[texture unspecified]","Fine Luster","White","Double Weight","[not specified]",0,130,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145796767,"1910",1,5605,,"Griffin's","Noctona Gaslight Paper","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145802813,"1910",1,5613,,"Vphota","Type 1","Package only","[texture unspecified]","Semi Matte","[base color unspecified]","[weight unspecified]","[not specified]",0,15,"4",0,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
243,"1911",0,99,,"Kodak","Velox","Not exposed - package sealed","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,4,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
245,"1911",0,100,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,4,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-123821339,"1911",1,322,,"Kilborn","Kruxo","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,12,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1051538669,"1911",0,1501,,"Ansco","Cyko","Not exposed - package open","Smooth","Slight Luster","[base color unspecified]","[weight unspecified]","6 - Studio",0,23,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-62964822,"1911",0,1502,,"Ansco","Cyko","Not exposed - package open","Smooth","Slight Luster","[base color unspecified]","[weight unspecified]","6 - Studio",0,23,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1229482430,"1911",1,2935,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Carbon (Velox)",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2002522557,"1911",0,3168,,"Ansco","Cyko","Not exposed - package open","Smooth","Slight Luster","[base color unspecified]","[weight unspecified]","6 - Studio",0,69,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-926200925,"1911",0,5439,,"Kodak","Velvet Green","Sample book","Velvet","Velvet","[base color unspecified]","Double Weight","[not specified]",0,12,"12",1,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
991869391,"1912",0,128,,"Kodak Canada","Velox","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,4,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1173531604,"1912",0,1453,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,23,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1190888640,"1912",0,2598,,"Kodak","Velox","Not exposed - package open","[texture unspecified]","Semi Glossy","[base color unspecified]","[weight unspecified]","Velvet (Velox)",0,52,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1834931190,"1912",1,2630,,"Kodak","Velox","Package only","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","Portrait (Velox)",0,19,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
51291736,"1912",0,2774,,"Defender","Argo","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","[not specified]",0,69,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
